date,lat,lon,temperature_2m_max,temperature_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,precipitation_sum
2025-12-18 00:00:00+00:00,59.5,-139.375,-4.22,-6.261667,9.228227,13.708391,0.0
2025-12-18 00:00:00+00:00,59.625,-139.0,-7.735,-10.21625,18.32152,20.08916,0.0
2025-12-18 00:00:00+00:00,59.625,-138.75,-8.7765,-10.895251,32.287575,40.480396,0.0
2025-12-18 00:00:00+00:00,59.625,-138.5,-12.7625,-14.6208315,34.948536,40.742077,0.0
2025-12-18 00:00:00+00:00,59.625,-138.25,-18.3385,-19.73225,25.861166,29.460672,0.0
2025-12-18 00:00:00+00:00,59.625,-138.0,-12.36,-14.018333,11.285572,12.641076,0.0
2025-12-18 00:00:00+00:00,59.625,-137.75,-16.217,-17.433666,12.461776,13.849477,0.0
2025-12-18 00:00:00+00:00,59.5,-137.625,-14.657,-15.809083,13.990678,15.5843,0.0
2025-12-18 00:00:00+00:00,59.625,-137.25,-17.263,-18.317167,17.166578,18.218275,0.0
2025-12-18 00:00:00+00:00,59.625,-137.0,-21.029001,-22.5665,12.558163,14.145756,0.0
2025-12-18 00:00:00+00:00,59.625,-136.75,-19.4225,-20.297503,15.037198,16.215992,0.0
2025-12-18 00:00:00+00:00,59.625,-136.5,-21.3865,-22.469833,12.508449,14.408997,0.0
2025-12-18 00:00:00+00:00,59.625,-136.25,-21.185001,-22.326666,16.925379,18.057508,0.0
2025-12-18 00:00:00+00:00,59.625,-136.0,-16.607,-18.329916,14.196646,16.171976,0.0
2025-12-18 00:00:00+00:00,59.625,-135.75,-19.611,-21.050585,18.2743,19.523155,0.0
2025-12-18 00:00:00+00:00,59.625,-135.5,-19.230999,-20.524752,15.64695,16.563911,0.0
2025-12-18 00:00:00+00:00,59.625,-135.25,-16.9035,-18.074333,24.772013,26.064596,0.0
2025-12-18 00:00:00+00:00,59.625,-135.0,-22.240501,-23.673834,19.306479,20.929594,0.1
2025-12-18 00:00:00+00:00,59.625,-134.75,-25.4515,-26.768164,15.341833,16.575644,0.2
2025-12-18 00:00:00+00:00,59.625,-134.5,-26.222,-28.476164,2.5952394,4.39436,0.8000001
2025-12-18 00:00:00+00:00,59.625,-134.25,-21.077,-23.722832,6.2289977,8.654986,0.5
2025-12-18 00:00:00+00:00,59.625,-134.0,-21.5315,-24.819002,4.1586423,6.87779,0.70000005
2025-12-18 00:00:00+00:00,59.625,-133.75,-21.047998,-23.00425,12.626262,15.815435,0.70000005
2025-12-18 00:00:00+00:00,59.625,-133.5,-21.726,-24.232252,9.496444,13.084402,0.70000005
2025-12-18 00:00:00+00:00,59.625,-133.25,-23.8285,-26.745165,9.573462,12.849528,0.1
